מספר מתקן,שם מתקן,מספר צרכן בעל המתקן,שם צרכן בעל המתקן,בעלות המתקן,סטאטוס,קבוצת מים,אקוויפר,ספיקה שעתית מקסימלית,מספר הפקה,מספר ארצי,אזור הפקה,אזור חקלאי,אזור גיאוגרפי,אזור אדמיניסטרטיבי,אזור תכנון
232875,מק חצבה 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26485,17401924,,הדרום,,הערבה התיכונה מ.א,ערבה
232876,מק חצבה 3 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26485א,17401924,,הדרום,,הערבה התיכונה מ.א,ערבה
232877,מק חצבה 4,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26493,17202062,,הדרום,,הערבה התיכונה מ.א,ערבה
232878,מק נחל שיזף 1,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26494,17501280,,הדרום,,הערבה התיכונה מ.א,ערבה
232879,מק נחל שיזף 2 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26502,17501102,,הדרום,,הערבה התיכונה מ.א,ערבה
232880,מק נחל שיזף 2,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26502א,17501102א,,הדרום,,הערבה התיכונה מ.א,ערבה
232881,מק חצבה 813/6,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,פליו-פליסטוקן מילוי,,26510,175017220,,הדרום,,הערבה התיכונה מ.א,ערבה
232882,מק חצבה 6 ב,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26510ב,17501724,,הדרום,,הערבה התיכונה מ.א,ערבה
232883,מק חצבה 6א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26510א,17501722א,,הדרום,,הערבה התיכונה מ.א,ערבה
232884,פ צופר 4 אל עמר 4,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26512,167990220,,הדרום,,הערבה התיכונה מ.א,ערבה
232885,מק צופר 4 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26512א,16799022,,הדרום,,הערבה התיכונה מ.א,ערבה
232886,מק פארן 14,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר אאוקן,ניאוגן - מילוי,,26515,16797766,,הדרום,,חסר מעמד מוניציפלי,ערבה
232887,מק חצבה 7,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26521,178021220,,הדרום,,הערבה התיכונה מ.א,ערבה
232888,מק חצבה 7 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26521א,17802004,,הדרום,,הערבה התיכונה מ.א,ערבה
232889,מק פארן 15,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26522,16797944,,הדרום,,חסר מעמד מוניציפלי,ערבה
232890,מק פארן 16,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26528,16698206,,הדרום,,חסר מעמד מוניציפלי,ערבה
232891,מק.עין-צופר3-,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,,,26529,16799140,,הדרום,,הערבה התיכונה מ.א,ערבה
232892,מק חצבה 13,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26530,17601524,,הדרום,,הערבה התיכונה מ.א,ערבה
232893,מק חצבה 13 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26530א,17501564,,הדרום,,הערבה התיכונה מ.א,ערבה
232894,מק מרזבה 8,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26532,17701304,,הדרום,,הערבה התיכונה מ.א,ערבה
232895,מק פארן 17,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26550,16798144,,הדרום,,חסר מעמד מוניציפלי,ערבה
232897,מק פארן 116,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22056,14597126,,הדרום,,הערבה התיכונה מ.א,ערבה
232898,מק פארן 113,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22058,14497122,,הדרום,,חבל אילות מ.א,ערבה
232899,מק פארו 117,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22106,14397308,,הדרום,,חבל אילות מ.א,ערבה
232900,מק פארן 119,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר קנומן,ניאוגן - מילוי,,22154,14297400,,הדרום,,חבל אילות מ.א,ערבה
232901,מק פארן 211 (ת/211),9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22194,14297284,,הדרום,,חבל אילות מ.א,ערבה
232902,מק פארן 211א,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22194א,14297284,,הדרום,,חבל אילות מ.א,ערבה
232903,מק פארן 212 (ת/212),9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22200,14197246,,הדרום,,חבל אילות מ.א,ערבה
232904,מק פארן 121,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר אאוקן,איאוקן,,22205,14797048,,הדרום,,הערבה התיכונה מ.א,ערבה
232905,מק פארן 120,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22263,14197226,,הדרום,,חבל אילות מ.א,ערבה
232906,מק פארן 23,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22264,16797884,,הדרום,,חסר מעמד מוניציפלי,ערבה
232907,מק קדוח פארן 12,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר אאוקן,איאוקן,,26481,14697004,,הדרום,,הערבה התיכונה מ.א,ערבה
232908,מק פארן א13,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26483,14497120,,הדרום,,חבל אילות מ.א,ערבה
232909,מק פארן 114,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26543,14397108,,הדרום,,חבל אילות מ.א,ערבה
232910,מק פארן 115,9971,חברת מקורות אגן 7 תא 753,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26544,14397244,,הדרום,,חבל אילות מ.א,ערבה
232918,מק אילת 10 (סבחה),9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,21932,146887880,,הדרום,,אילת                ,ערבה
232919,מק אילת 16 (סבחה),9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22019,14788748,,הדרום,,חבל אילות מ.א,ערבה
232920,מק סבחה 16 א,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22019א,14788748,,הדרום,,חבל אילות מ.א,ערבה
232921,מק סבחה 18 (אילת),9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22020,14889166,,הדרום,,אילת                ,ערבה
232922,מק אילת 102,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22059,14788746,,הדרום,,חבל אילות מ.א,ערבה
232923,מק אילת 101,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22090,14788620,,הדרום,,חבל אילות מ.א,ערבה
232924,מק סבחה 20,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22258,14688880,,הדרום,,אילת                ,ערבה
232925,מק סבחה 21,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22259,14788804,,הדרום,,אילת                ,ערבה
232926,מק סבחה 19,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22268,14688788,,הדרום,,אילת                ,ערבה
232927,מק אילת 106,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22269,14989564,,הדרום,,חבל אילות מ.א,ערבה
232928,מק אילת 108,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22270,15190006,,הדרום,,חבל אילות מ.א,ערבה
232929,מק אילת 109,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22271,15189846,,הדרום,,חבל אילות מ.א,ערבה
232930,מק עברונה 3,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22273,15189964,,הדרום,,חסר מעמד מוניציפלי,ערבה
232931,מק אילת 103,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22276,14788866,,הדרום,,אילת                ,ערבה
232932,מק עברונה 2,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22278,15089986,,הדרום,,חסר מעמד מוניציפלי,ערבה
232933,מק אילת 110,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22287,14688582,,הדרום,,אילת                ,ערבה
232934,מק אילת 111,9973,חברת מקורות אגן 7 תא 760,מקורות,פעיל,קידוח מליח,ניאוגן - מילוי,,22288,14688582,,הדרום,,אילת                ,ערבה
232935,מק תמנע 1א,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,21490,15190840,,הדרום,,חבל אילות מ.א,ערבה
232936,מק תמנע 1ב,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,21490א,15190700,,הדרום,,חבל אילות מ.א,ערבה
232937,מק תמנע 5,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,21533,15191166,,הדרום,,חבל אילות מ.א,ערבה
232938,מק תמנע 5ב,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,21533ב,15191166,,הדרום,,חבל אילות מ.א,ערבה
232939,מק תמנע 6,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,21736,14990782,,הדרום,,חבל אילות מ.א,ערבה
232940,מק תמנע 6ב,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,21736ב,14990782,,הדרום,,חבל אילות מ.א,ערבה
232941,מק תמנע 6 א,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,21736א,14990782א,,הדרום,,חבל אילות מ.א,ערבה
232942,מק תמנע 7,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,21803,150905000,,הדרום,,חבל אילות מ.א,ערבה
232943,מק תמנע 7 א,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,21803א,15090500,,הדרום,,חבל אילות מ.א,ערבה
232944,מק תמנע 14,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,21874,15090826,,הדרום,,חבל אילות מ.א,ערבה
232945,מק סמר 3,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22072,15391320,,הדרום,,חבל אילות מ.א,ערבה
232946,מק סמר 4,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22275,15291186,,הדרום,,חבל אילות מ.א,ערבה
232947,מק תמנע 3,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26279,15190506,,הדרום,,חבל אילות מ.א,ערבה
232948,מק תמנע 3 ג,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26279ג,15190506,,הדרום,,חבל אילות מ.א,ערבה
232949,מק תמנע 3 ב,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,26279א,15190506,,הדרום,,חבל אילות מ.א,ערבה
232950,מק תמנע 4,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26280,15190608,,הדרום,,חבל אילות מ.א,ערבה
232951,מק תמנע 4 א,9974,חברת מקורות אגן 7 תא 761,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,26280א,15190604,,הדרום,,חבל אילות מ.א,ערבה
